 "problem_instance" , "ela_feature_class" , "technique" , "sample_size" , "value" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8979177477344402e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "7.612270701458202e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "18.636944283847782e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.40445125999450393e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/lin_simple.intercept" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-167.2742959797421e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.9089525800238474e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/m0" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4919678714859438e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/nb_fitness.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-0.2412240905850382e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/nn_nb.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8553318188016554e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8474342485102354e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.9454201530734769e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/number_of_peaks" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "3.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/quad_simple.cond" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0000000000000024e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.38840928748979364e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4416660732173542e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.48364761327098466e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5932870205612868e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.3837623732797712e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4367878371203734e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4798288532765198e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/ratio_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5823094899249763e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_3_dim_5" , "http://w3id.org/ontoopt/skewness" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.330030156963191e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-3.574121593211382e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.8157621242569295e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.3096695276904153e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-1.5375360303884946e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-3.464155856880444e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.74721811371138e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.2424792319472466e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/diff_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-1.4754504590813724e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.14534345065680476e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/eps.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "2.6633327251749805e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/eps.ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.6656656656656654e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/eps.s" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.2062062062062058e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.11400000000000032e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.10599999999999987e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.1935483870967742e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.1935483870967742e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.11350000000000016e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.12449999999999983e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.22580645161290322e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.2096774193548387e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/h.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8517724835367824e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/kurtosis" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.06162393411445999e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.7801093407423381e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "8.015391387461655e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "34.081577933869184e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.23631344879243862e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_simple.intercept" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "263.7742384467376e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.818943033651046e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/m0" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.5733822548365577e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/nb_fitness.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-0.48330626916587416e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/nn_nb.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8292917422174907e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9177130539763809e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9825268338982649e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/number_of_peaks" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/quad_simple.cond" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0000000000000093e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.839130990680232e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8732481098045985e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8960397177712561e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9307859804603547e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8443783414524333e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8766093732440885e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.8992691575036316e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/ratio_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.9337140197447188e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_30" , "http://w3id.org/ontoopt/skewness" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "0.17999628001711182e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-4.126249653450204e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-3.4281341913874845e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-2.902947959145636e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-2.182604884156643e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-4.247990244503897e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-3.5601092095046845e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-3.0294788582673027e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/diff_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-2.2402385089956267e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/dist_ratio.coeff_var" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.2562691813508314e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/eps.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "3.20262069365765e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/eps.ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.7257257257257255e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/eps.s" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.2462462462462458e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.46067106111377365e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.46010354160528233e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.49288917493100737e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4712638674673808e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cor_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4630545232867638e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cor_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4690643217517403e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cov_init" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.486092998513594e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/expl_var_PC1.cov_x" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.47716482322270526e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/h.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8163489166979855e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/kurtosis" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.036208443460649775e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/lin_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.7842293802196922e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.max" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "7.86655771495985e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.max_by_min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "15.910505882100306e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/lin_simple.coef.min" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5029982358179824e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/lin_simple.intercept" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-76.15653853974212e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/lin_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8091676969397281e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/m0" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.4979919678714859e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/nb_fitness.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "-0.3417028126236592e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/nn_nb.cor" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8425797344772348e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/nn_nb.mean_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.8398727199668126e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/nn_nb.sd_ratio" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.9370138124230895e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/number_of_peaks" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "2.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/quad_simple.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/quad_simple.cond" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0000000000000022e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/quad_w_interact.adj_r2" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "1.0e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5249403696055852e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.6052434519206642e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.6655919860075978e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.7486124168539965e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5189040212804232e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.5979805221684e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.6575987617352076e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/ratio_median_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.747179891558526e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_4_dim_5" , "http://w3id.org/ontoopt/skewness" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "500" , "0.40772072655533187e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_5_dim_30" , "http://w3id.org/ontoopt/diff_mean_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-3.7211991357595817e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_5_dim_30" , "http://w3id.org/ontoopt/diff_mean_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.9847018367835148e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_5_dim_30" , "http://w3id.org/ontoopt/diff_mean_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.4277101777506935e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_5_dim_30" , "http://w3id.org/ontoopt/diff_mean_25" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-1.6513662471466173e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_5_dim_30" , "http://w3id.org/ontoopt/diff_median_02" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-3.645835233692445e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_5_dim_30" , "http://w3id.org/ontoopt/diff_median_05" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.9228694169107694e0" ,
 "http://w3id.org/ontoopt/COCO_benchmark_problem_1_instance_5_dim_30" , "http://w3id.org/ontoopt/diff_median_10" , "http://w3id.org/ontoopt/Sobol_sampling_technique" , "3000" , "-2.3772560503165145e0" ,
